student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
2649cd11f67d41210cfcb4f5bf303f85,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-03-08,Resident,Daily ,Very engaged in [REDACTED]. Detailed and concise presentations. Engaged during rounds even if it wasn’t his patient. Great attitude. [REDACTED] present the correct data.,"Ask more questions, check on patients after rounds to give residents updates, try to place and pend orders.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
2649cd11f67d41210cfcb4f5bf303f85,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-12,Resident,Daily ,[REDACTED] showed enthusiasm and interest in [REDACTED] patients [REDACTED] their physiology.,The next step in [REDACTED] is anticipating problems and having back up plans.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
2649cd11f67d41210cfcb4f5bf303f85,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-03,Resident,Daily ,"Never hesitates to ask questions regarding unfamiliar concepts, presents confidently and accepts/incorporates feedback regularly. Appropriate fund of knowledge for level of training.","Continue to prepare [REDACTED] by looker deeper into one aspect of the patient care (specific drug indication, management techniques for condition, etc) to help build that base for the future.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,4.0,,3.0,,,
2649cd11f67d41210cfcb4f5bf303f85,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Weekly ,"-outstanding fund of knowledge -excellent bedside manner - maintains safe space for patients -outstanding teacher - able distill complex topics into teachable pearls -tremendous patience with his students, teaches to their level -good diabetic foot exam, excellent percussive skills, great psychiatric interviews -thorough differentials -excellent bedside and post-[REDACTED] oral presentations -complete notes with great discussions on pros/cons of various items [REDACTED] differential",-try listening for less obvious cardiac murmurs -work on management skills - choice of specific medications and dosing. -continue to expand differentials - try including more zebras -recognizing appropriate monitoring for various [REDACTED],3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
277ce82298836879cbf2c11ed4890fce,ECMH Phase 2 Clinical Performance Assessment 2022-23,Phase 2,2022-23 Academic Year,2024-04-05,Attending,Occasional ,"[REDACTED] demonstrated leadership and commitment to teaching by presenting educational content during the preclinic huddle for [REDACTED] at a time [REDACTED], a true [REDACTED]. He was receptive to feedback and improved his teaching content and approach week to week. His clinical documentation is thorough and cogent.",Continue to work on developing shared decision making skills and differential diagnosis. Work on making follow up phone calls regarding test results.,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Attending,Daily ,"Doing [REDACTED] job, brings in [REDACTED] incorporates them into presentations (clinically relevant to her patients). There are times when she veers from [REDACTED] and brings up her own ideas (ex: HHT patient [REDACTED] [REDACTED] consult) which is really impressive! Presents and takes care of [REDACTED] thoughtful place. Always addresses social determinants of health and helps the team to deal with these for each patient (e.g calling a hematology [REDACTED] and insurance companies on behalf of a patient [REDACTED] can be seen by the specialist).","Can [REDACTED] concrete and specific with plan (i.e. lasix 20 mg PO vs. lasix PO, duration of antibiotics). Now, thinking like a [REDACTED] would you manage this patient independently?",3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,Takes on complicated pts and develops thoughtful plans for each. Is [REDACTED] think independently when interpreting objective data and does not require resident [REDACTED] M2s typically require. More at [REDACTED]-i level already.,Overall efficiency when carrying more and more pts,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,"Consistently presented in a cohesive, systematic way. It was evident that she was thinking about the patient. she formulated assessment and plan independent of mine, and took initiative to discuss the plan with me. She was excellent in [REDACTED] and their family. She was particularly sensitive to emotional needs of patients and their family and one particular encounter comes to mind in [REDACTED] a wife [REDACTED] a patient [REDACTED] for the first time--and this was a patient [REDACTED] frequently hospitalized.",Continuing trusting yourself and what you know.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Attending,Daily ,"I only worked with [REDACTED] for a brief period, but in [REDACTED], I found her to be very diligent, hard work, solid medical knowledge, organized presentations.",Continue to work on developing your differentials and organizing your presentations.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,[REDACTED] was a fantastic addition to our General Medicine team. She was seen as the primary point of contact for her patients and their families. Her clinical reasoning is strong and she consistently brought forward insights that our team had yet to consider to positively impact the clinical course of her patients. She also regularly used medical literature to inform her assessment and plan. Her oral presentations are clear and her documentation is thorough and easy to follow. I also really like how she translates our thoughts and plan to her patients targeted [REDACTED] specific patient. [REDACTED] will thrive within whatever field she chooses and I hope [REDACTED].,[REDACTED] really performed with excellence and I only hope she continues to pick up more patients and grow her skill set!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,[REDACTED] has great differential diagnoses and a clear understanding of evidence-based medicine.,"When given the opportunity, put in [REDACTED] to your treatment plan.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Resident,Daily ,"[REDACTED][REDACTED] I had with [REDACTED], she interpreted data and formulated a good plan requiring minimal changes.",[REDACTED] can work on searching for primary literature to guide her plans.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Resident,Daily ,"well organized presentations, good exams, good fund of knowledge","continue to work on broad ddx, develop fleshed out plans",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Resident,Daily ,"[REDACTED] was wonderful to work with and a very valuable member of the team. Her medical knowledge and ability to apply her fund of knowledge is above the level I would expect for a medical students. She made the residents' jobs significantly easier, helping to write HPI's and completing tasks before we could even ask her. She was diligent and checked in [REDACTED] frequently. I trusted her to operate [REDACTED] level of an intern. She will be a fantastic resident.",Continue working on tailoring your neurologic exam for each patient [REDACTED] localization. Continue to build your fund of knowledge over time.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Attending,Once,"[REDACTED] did [REDACTED] job taking a history and performing a basic cognitive examination on a patient [REDACTED], which is to say high, complexity for our patient population. She did fairly well with time management, which can often be a hang-up in [REDACTED] evaluations, even for residents. Her formulation of [REDACTED] was also appropriate for her level of training. Her clinical note was also complete without including unnecessary details for [REDACTED] at [REDACTED].",I always suggest that students read up on one aspect of a particular patient's presentation that can be a learning point ([REDACTED] certain cognitive exam findings in [REDACTED]).,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,,4.0,3.0,,,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Resident,,,,,,,,,,,,,,,,,,,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Gynecology Service,Daily ,"[REDACTED] was well prepared for the OR [REDACTED]. She did particularly well [REDACTED][REDACTED] and asked sensitive questions in a nonjudgmental and genuine manner. She asked appropriate follow up questions that demonstrated a strong understanding of urogynecology. She took an excellent social history as well. [REDACTED][REDACTED] was engaged and took direction/feedback well. She had a basic understanding of pelvic anatomy and had above average suturing skills. Overall, [REDACTED] excelled during her urogyn rotation.",[REDACTED] can continue to improve on knot tying. In [REDACTED] can work on thinking critically about which labs/tests to order.,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,,,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Attending,,,,,,,,,,,,,,,,,,,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Faculty Mentor,Occasional ,[REDACTED] is always prepared and provides additional information above and beyond what is expected.,Nothing to date,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Resident,,,,,,,,,,,,,,,,,,,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Labor and Delivery Day Service,Daily ,"[REDACTED] postpartum floor [REDACTED]'s presentations and notes were thorough and appropriate! [REDACTED] was great with patients and always willing to help out on L&D. She was [REDACTED] write accurate and concise H&Ps and progress notes. She was [REDACTED] deliver placentas independently, and built great rapport with her patients. [REDACTED] demonstrated level appropriate skills [REDACTED][REDACTED] instrument handling and suturing skin. This is a combined assessment from [REDACTED] the L&D Days Team",[REDACTED] is progressing at [REDACTED]. Keep up the good work! This is a combined assessment from [REDACTED] the L&D Days Team,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Resident,,,,,,,,,,,,,,,,,,,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-14,Labor and Delivery Night Float,Occasional ,[REDACTED] was a fantastic student. She was punctual. She was a great communicator with the resident [REDACTED] sensitive about confirming whether it was appropriate for her to follow certain patients. She was proactive about writing H&Ps and helping divide the laboring patients amongst the other medical students. Her oral presentations were excellent - they were well-organized and appropriately detailed and concise.,None - [REDACTED] will be an excellent sub-intern and future resident!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-27,Resident,Daily ,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-18,Resident,Daily ,Organized presentations,Work on broadening differentials,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-30,Attending,Daily ,[REDACTED] was a valuable member of our gen team. She participated in a care conference for her patient [REDACTED] and ideas from [REDACTED] the patient's plan [REDACTED]. She joined in [REDACTED] for patients who were not her own for learning purposes. [REDACTED] presented a useful review on refeeding syndrome as it related to one of her patients with an eating disorder. [REDACTED] also assisted the team in [REDACTED] on a patient [REDACTED] primarily following which was helpful in [REDACTED]'s plan of care forward.,[REDACTED] can continue to improve by working on her presentations during family centered rounds. She can work on interpreting terms as she goes or by briefing the family that she will be going through some medical terms/numbers and summarize at [REDACTED].,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-30,Attending,Daily ,"[REDACTED] picked up on family centered rounds with extraordinary ease! She naturally engaged our families in [REDACTED] child's care and adapted her presentation to incorporate their thoughts. I was also very impressed by her quick incorporation of my feedback on presentation style! Finally, she was a fantastic team player, working alongside the residents to complete much needed tasks (consults, calling PMDs, following up on outside labs). This was a huge help to our busy team.","1) In [REDACTED] aware of keeping your oral presentations organized and items [REDACTED][REDACTED] (SOAP). You can use sign posting to keep yourself and team on track. For straight-forward patients, you can consider dropping your notes, to present in a more engaging manner. 2) You fantastically engage families on rounds and gauge their receptiveness [REDACTED] diagnosis and plan. As you get to know families, also take into consideration their social determinants of health and how we can best advocate for our patients and tailor our plans to their individual needs.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-10,Attending,Daily ,"Mature, needed little direction in [REDACTED] assembly to present a patient [REDACTED] Calm, was unfazed by unexpected behaviours by patients competent, could come to a plan and document well, with rationale.",has a good fund of knowledge but can augment it more effectively by speaking up and asking questions to explore the clinical situation more deeply and elicit direction from [REDACTED] reading etc,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-03,Attending,Daily ,"Very curious, asked lots of questions during [REDACTED] and OR. Team player -worked really well with the [REDACTED] PA. Good suturing skills. Performed well for her first rotation.","Read more and work on a focused, succinct presentation with key information needed for decision making. We discussed this as part of our in [REDACTED].",3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-02,Attending,Daily ,Looked for ways to be involved [REDACTED][REDACTED] good questions,Continue to hone patient [REDACTED] as possible,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-02,Fellow,Weekly ,Sought active role in [REDACTED]. Assisted residents often. Very engaged.,Continue eager attitude. Try to ask for feedback. Continue hard work.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,
27df602925c0acfcb4b71083aeb10bf9,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-02,Resident,Daily ,"[REDACTED] did [REDACTED] job communicating, showed initiative, and became an integral member of the team. For example, when we rounded together [REDACTED][REDACTED] she covered several patients. She asked appropriate and relevant questions during the patient [REDACTED] decisions. She also completed relevant portions of the physical exam. Her presentations were concise, including pertinent positives and negatives. [REDACTED][REDACTED], she was engaged and asked questions at [REDACTED]. She was reliable and volunteered to assist with multiple patient [REDACTED][REDACTED] staple removal and suturing drain sites. She would clarify any questions she had prior [REDACTED] tasks and then update the appropriate team members once the tasks were complete. She recognized her limitations, asking for help or supervision as appropriate.","One area for continued improvement is to grow your knowledge base by reading primary literature. It was clear that you prepared for relevant topics prior to OR cases, but I would encourage you to go one step further and read some of the primary studies that support the basic concepts that you have already learned about. It is a skill you can start to incorporate now that will be valuable as you move further along in [REDACTED].",3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
2846bdef80e16972f18c86574f403fac,ECMH Phase 2 Clinical Performance Assessment 2022-23,Phase 2,2022-23 Academic Year,2024-04-15,Attending,Weekly ,"[REDACTED] is a bright student whom I trust completely. She can see any patient [REDACTED] complexity, figure out the most important issues and come out with an appropriate plan. She does this while taking into account what the 'ideal' plan versus what is a possible plan given this patient's circumstances. She is an excellent teacher [REDACTED] junior students. She allows them to lead but jumps in [REDACTED] when they get off track, and coaches them back. In [REDACTED] affirms what skills they should keep, which they could improve upon, and [REDACTED] do this. She is clear but gentle in [REDACTED]. Every time [REDACTED] is in [REDACTED] are further advanced. She brings things from [REDACTED] teaches those in [REDACTED] primary care topics [REDACTED] junior students. She follows up well. She is organized and accountable. I look forward to [REDACTED] together.","1. Keep giving feedback [REDACTED] junior students. For each student you work with plan to give one piece of constructive feedback on each encounter. 2. Put in [REDACTED] medications to improve the team's efficiency. These are also skills you will need as a subI and Intern. 3. Start compiling a few topics to teach the junior students. Pick a few you know you will use as an intern so you will be prepared to have these in [REDACTED] ""back pocket"".",3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,,4.0,4.0,3.0,4.0,,,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-10,Resident,Daily ,"[REDACTED] was thoroughly prepared each morning for rounds, and independently came up with his own plans for his patients which he then discussed prior to presenting on rounds. He was thorough and concise, providing all relevant information [REDACTED] team.","Minimal, continue to suggest plans for patients [REDACTED] to reach attainable goals",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-12,Resident,Daily ,Will make an excellent Resident. Terrific presentations and attitude,Presenting a learning issue on rounds can be helpful,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Daily ,"Smart, [REDACTED] well with team",[REDACTED] data analysis and synthesis to concise problem list and action plan,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-26,Fellow,Daily ,He presented very nicely and was concise for the rounds. There was shared decision making at [REDACTED] showed his progress.,I would recommend getting the habit of utilizing the current literature and newer guidelines for the pertinent patients which is a transition from [REDACTED] a student to a physician.,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-27,Resident,Daily ,"Performs at [REDACTED] of an intern, ready for graduation","Performs at [REDACTED] of an intern, ready for graduation",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-05-01,Attending,Daily ,"[REDACTED] was a great addition [REDACTED] ICU team, he was enthusiastic, ready [REDACTED], and integrated [REDACTED] as a valuable member of the team.",Continue doing what you are doing moving forward to intern year.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
293197feb52fc457c8a6202ce24ed302,2022-23 Surgery Sub-Internship Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-21,Resident,Daily ,Well prepared and worked well with the team.,Keep working on needle handling and knot tying.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,
293197feb52fc457c8a6202ce24ed302,2022-23 Surgery Sub-Internship Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-04-03,Attending,Daily ,excellent performance [REDACTED] acute care surgery rotation. always ready and energized for [REDACTED]. higher fund of knowledge than peers. takes personal interest and responsibility to his patients and updates team in [REDACTED]. takes initiatives to improve his performance and procedural skills. will be a star resident!,refer to uptodate or other electronic resources prior to presenting cases to help emphasize the data and provide comprehensive plans for management.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,3.0,,,3.0,4.0,4.0,4.0,3.0,4.0,
293197feb52fc457c8a6202ce24ed302,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Occasional ,"[REDACTED] is a responsible, hard working, active learner.",We discussed continuing to gain experience and read with each patient encounter. I look forward to hearing about your future accomplishments as you continue on in [REDACTED].,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-01-19,Attending,Daily ,"[REDACTED] and I set goals on [REDACTED] that we worked towards during her rotation, although we only overlapped on service for [REDACTED]. She did [REDACTED] job picking up and presenting ICU patients. She was receptive to bedside teaching on ventilator modes and parameters.",I encourage everyone to curate and maintain a habit of reading [REDACTED]. Keep looking to expand your knowledge base. Keep up the good work.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-01-27,Resident,Daily ,"[REDACTED] was a fantastic team member! She immediately took ownership of her patients, and always alerted the team to any changes. Worked well in [REDACTED].","Given this was her first ICU rotation, areas of improvement include just feeling more comfortable working with critically ill patients, which only really comes with more [REDACTED]. [REDACTED] job overall!",3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-01-27,Resident,Daily ,"Collects relevant data on her own. Presents on her own, requiring minimal input from [REDACTED]. Empathetic.","Confidence in [REDACTED] [REDACTED]. You [REDACTED] not [REDACTED] do but provide your best suggestion and we can help develop it together, teaching why it’s correct or incorrect.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-15,Resident,Daily ,"Very solid medical knowledge, excellent presentation organization, and a pleasure to work with",Keep furthering your already impressive fund of knowledge,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,2022-23 Adult Critical Care (ICU) Clinical Performance Assessment,Phase 3,2022-23 Academic Year,2023-02-06,Fellow,Daily ,Fantastic medical knowledge for level of training. Functions at [REDACTED] a resident,No areas of concern. Keep it up! Stay curious!,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,4.0,3.0,,3.0,4.0,4.0,3.0,3.0,,,
29e8976baf22bdb5b8bde6ae770ffecb,ECMH Phase 3 Clinical Performance Assessment 2022-23,Phase 3,2022-23 Academic Year,2023-04-12,Attending,Weekly ,[REDACTED] is a pleasure to have in [REDACTED]. She is a leader and excels at [REDACTED] the younger students. [REDACTED] do complex assessments and plans and is ahead of her level of training and already working at [REDACTED].,Continue to work on placing orders [REDACTED] and doses.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,,,
2a5a03af31d2334d59fe57da7d5582e3,ECMH Phase 2 Clinical Performance Assessment 2022-23,Phase 2,2022-23 Academic Year,2023-12-18,Attending,Weekly ,"[REDACTED] is a dedicated clinician who approaches patient [REDACTED]. He takes thorough histories, performs fluid physical exams, and is [REDACTED] generate appropriate assessments and plans. He is a clear communicator both verbally and in [REDACTED].","Continue to expand your differentials and develop more robust assessments and plans. [REDACTED] presenting in [REDACTED], trying to use the second person (""you"" statements) to help patients feel included in [REDACTED] health. Expand your notes to include additional details, especially anything that might have been uncovered during subsequent questioning when the attending [REDACTED][REDACTED][REDACTED]. Start to think about best practices in [REDACTED][REDACTED] develop.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,Enthusiastic and engaged. Seemed like he would go back and frequently check in [REDACTED]. Actively trying to be helpful. Takes feedback and actively works to implement it.,"Presentations at [REDACTED] long - complete and thorough, just too much extra information. But did adapt to feedback and made appropriate adjustments. Pushed him to make more definite suggestions to his plan (""I [REDACTED] do X for this reason"" rather than ""we could consider X or Y or possibly [REDACTED] knowledge is fair, but still early [REDACTED][REDACTED].",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,,,,,
